0;1;1;2;3;4;4;4;4;4;4;4;3;3;3;3;2;2;2;3;3;4;4;5;5;6;6;6;6;6;6;5;5;4;3;2;0;1;2;3;4;5;5;6;6;6;6;5;5;5;4;4;3;3;2;2;1;1;0;0;1;1;1;0
0;0;1;2;2;3;3;4;4;4;3;3;3;2P;2;2;1;1;1;2;2;3;3;4;5;5;6;6;6;6;6;5;4;4;3;1;0;1;2;3;4;5;5;6;6;6;6;5;5;5;4;4;3;3;2;2;1;1;0;0;0;1;1;0
0;1;0;1;2;2;3;3;3;3;2;2;2;1;1;1;0;0;1;1;1;2;3;4;4;5;6;6;6;6;6;5;4;3;2;1;0;1;2;3;4;5;5;6;6;6;6;5;5;4;4;3P;3;2;2;2;1;1;0;0;0;0;0;0
0;1;0;0;1;2;2;2;2;2;1;1;1;0;0;0;1;1P;0;0;1;2;2;3;4;5;5;6;6;6;5;5;4;3;2;1;0;1;3;3;4;5;5;6;6;5;5;5;4;4;3;3;2;2;1;1;1;1;1;0;0;0;1;0
0;2;1;0;0;1;1;1;1;1;0;0;0;1;1;1;2;1;1;1;0;1;2;3;4;4;5;5;5;5;5;4;4;3;2;1;1;2;3;4;4;5;5;5;5;5;4;4;3;3;2;2;1;1;1;1;1;1;1;1;1;1;1;0
0;3;2;1;1;0;0;0;0;0;1;1;1;2;2;2;2;2;2;1;0;0;1;2;3;4;5;5;5;5;5;4;3;2;1;0;1;2;3;4;4;5;5;5;5;4;4;3;2;2;1;1;1;0;0;0;0;0;1;1;1;1;2;0
0;3;3;2;1;1;1;1;1;1;2;2;2;3;3;3;3;3;2;2;1;0;1;2;3;4;5;5;5;5;4;4;3;2;1;0;1;2;3;4;4;5;5;4;4;4;3;2;1;1;0;0;0;0;0;0;0;0;1;1;1;2;2;0
0;4;3;3;2;2;2;2;2;2;3;3;3;4;4;4;4;3;3;2;1;0;1;2;3;4;4;5;5;5;4;3;3;2;1;0;1;2;3;4;4;4;4;4;3;3;2;1;0;0;1;1;1;1;1;1;0;0;0;1;1;2;2;0
0;5;4;4;3;3;3;3;3;3;3;4;4;4;4;4;4;3;3;2;1;0;1;2;3;4;4;5;5;4;4;3;2;1;0;1;2;3;3;4;4;4;4;3;3;2;1;0;1;1;2;2;2;2;2;1;1;0;0;1;2;2;3;0
0;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;2;1;0;1;2;3;4;4;5;4;4;4;3;2;1;0;1;2;3;4;4;4;4;4;3;2;1;0;1;1;2;3;3;3;2;2;2;1;0;1;1;2;3;3;0
0;6;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;3;2;1;0;1;2;3;3;4;4;4;4;4;3;2;1;0;1;2;3;3;4;4;4;4;3;3;2;1;0;1;2;3;3;3;3;3;2;2;1;0;1;1;2;3;3;0
0;6;6;5;5;5;5;5;5;5;4;4;4;4;4;4;3;2;2;1;0;1;2;3;4;4;4;4;4;4;3;2;1;0;1;2;3;4;4;4;4;4;3;2;1;0;1;2;3;3;4;4;4;3;3;2;1;0;1;2;3;3;4;0
0;6;6;6;5;5;5;5;5P;5;4;4;4;4;3;3;2;2;1;0;1;2;3;4;4;4;5;4;4;3;3;2;1;0;1;2;3;4;4;4;4;4;3;2;1;0;1;2;3;4;4;4;4;3;3;2;1;0;1;2;3;3;4;0
0;6;6;6;6;5;5;5;5;4;4;4;3;3;3;2;2;1;0;1;2;3;3;4;5P;5;5;4;4;3;2;1;0;1;2;3;3;4;4;4;4;3;3;2;0;1;2;3;4;4;4;4;4;3;2;1;0;1;2;2;3;4;4;0
0;6;6;6;5;5;5;5;4;4;4;3;3;2;2;1;1;0;1;2;3;3;4;5;5;5;5;4;4;3;2;1;0;1;2;3;3;4;4;4;4;3;2;1;0;1;2;3;4;4;4;4;4;3;2;1;0;1;2;3;3;4;4;0
0;5;5;5;5;5;5;4;4;3;3;2;2;1;1;0;0;1;2;3;3;4;5;5;5;5;5;4;4;3;2;1;0;1;2;3;3;4;4;4;3;3;2;1;0;1;2;3;4;4;4;4;3;3;2;1;0;1;2;3;4;4;4;0
0;5;5;5;5;4;4;4;3;3;2;2;1;1;0;1;1;2;3;4;4;5;5;6;6;5;5;4;4;3;2;1;0;1;2;3;3;4;4;3;3;2;1;0;1;2;3;3;4;4;4;4;3;2;1;0;1;2;3;3;4;4;4;0
0;4;4;4;4;4;4;3;3;2;2;1;0;0;1;2;2;3;4;4;5;5;6;6;6;6;5;4;4;3;2;1;0;1;2;3;3;3;3;3;2;1;1;0;1;2;3;4;4;4;4;3;3;2;1;0;1;2;3;4;4;4;4;0
0;3;3;3;3;3;3;3;2;2;1;0;0;1;2;2;3;3;4;5;5;6;6;6;6;6;5;4;3;2;1;0;0;1;2;2;3;3;3;2;2;1;0;1;2;3;4;4;4;4;4;3;2;1;0;1;2;3;3;4;4;4;4;0
0;3;3;3;3;3;2;2;2;1;1;0;1;1;2;3;3;4;4;5;5;6;6;6;6;5;5;4;3;2;1;0;1;1;2;2;2;2;2;2;1;0;1;2;3;3;4;4;4;4;4;3;2;1;0;1;2;3;3;4;4;4;4P;0
0;2;2;2;2;2;2;2;1;1;0;0;1;1;2;3;3;4;4;5;5;5;6;6;5;5;4;4;3;2;1;0;1;1;2;2;2;2;2;1;0;1;1;2;3;4;4;5;5;4;4;3;2;1;0;1;2;3;4;4;4;4;4;0
0;1;1;1;1;1;1;1;1;1;0;0;1;1;2;3;3;4;4;4;5;5;5;5;5;5;4;3;3;2;1;0;1;1;2;2;2;2;1;0;0;1;2;3;4;4;5;5;5;4;4;3;2;1;0;1;2;3;3;4;4;4;3;0
0;0;0;1;1;1;1;1;1;1;0;0;0;1;2;2;3;3;4;4;4;4;5;5;4;4;3;3;2;1;0;0;1;1;2;2;1;1;1;0;1;2;3;4;4;5;5;5;5;4;4;3;2;1;0;1;2;3;3;4;4;3;3;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
